id,visitid,violation,details_id,obs
257900,6793218,53B-01-5,18171242,"Intermediate - - From initial inspection : Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233.
No employee training provided at inspection  **Warning**     - From follow-up inspection 2018-12-14: No change  **Time Extended**"
258208,6793850,14-70-4,18171466,"Basic - Observed: Ice buildup in walk-in freezer.
Near compressor. Also, top portion of reach in freezer on cookline has ice build up. **Repeat Violation** Priority: Basic
At callback 12/14/18: no change"
258209,6793850,35A-04-4,18171465,"High Priority - Observed: Rodent activity present as evidenced by rodent droppings found.
Two soft moist droppings on floor under shelf in cabinet under fountain machine. Approximately 15 dry hard droppings on wood
shelf support beams and on floor in cabinet under fountain machine. Single service items and bulk dressings stored in cabinet.
Priority: High Priority
Four dry hard droppings on floor in cabinet under fountain machine. Discarded all. Corrected on site. Time extend."
259659,6793677,51-11-4,18174074,"Basic - - From initial inspection : Basic - Carbon dioxide/helium tanks not adequately secured.
In cold storage area where walk in cooler is located **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259660,6793677,36-37-4,18174081,"Basic - - From initial inspection : Basic - Ceiling not smooth, nonabsorbent and easily cleanable in food preparation, food storage, warewashing areas or bathroom.
In kitchen over ware washing area **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259661,6793677,36-41-4,18174086,Basic - - From initial inspection : Basic - Fan cover in walk-in cooler/freezer has accumulation of dust or debris. **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**
259662,6793677,36-08-4,18174083,"Basic - - From initial inspection : Basic - Floor and wall junctures not coved in food preparation/storage/warewashing areas or bathroom.
In room where walk in cooler is located  **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259663,6793677,36-11-4,18174075,"Basic - - From initial inspection : Basic - Floors not maintained smooth and durable.
Throughout kitchen and bars **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259664,6793677,22-04-4,18174078,Basic - - From initial inspection : Basic - Lime scale build-up inside ice machine. **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**
259665,6793677,29-27-4,18174077,"Basic - - From initial inspection : Basic - No mop sink or curbed cleaning facility provided.
Operator stated she removed mop sink because it was broken  **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259666,6793677,35B-03-4,18174084,Basic - - From initial inspection : Basic - Outer openings not protected with self-closing doors. **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**
259667,6793677,50-17-2,18174073,High Priority - - From initial inspection : High Priority - Operating with an expired Division of Hotels and Restaurants license. **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**
259668,6793677,35A-04-4,18174079,"High Priority - - From initial inspection : High Priority - Rodent activity present as evidenced by rodent droppings found.
25 dry rodent droppings by dishwashing area 
20 moist rodent dropping behind stove
15 dry rodent droppings in bar in dishwashing area 
6 dry dropping behind cooler in bar reach in cooler 
3 dry rodent droppings behind beer tap in bar 
8 dry rodent droppings in bar behind equipment 
3 moist rodent droppings in cold storage area behind reach in freezer 
4 dry rodent droppings in banquet bar
18 dry rodent droppings under microwave in kitchen 
Operator stated that floors were cleaned on 12-12-18  **Warning**     - From follow-up inspection 2018-12-14: Observed 12 dry droppings under bar dishwasher area.
Establishment swept up. **Admin Complaint**"
259669,6793677,31A-09-4,18174080,"Intermediate - - From initial inspection : Intermediate - Handwash sink not accessible for employee use at all times.
Handwashing sink in servers station has no running water  **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259670,6793677,53A-01-6,18174085,Intermediate - - From initial inspection : Intermediate - Manager lacking proof of food manager certification.  A list of accredited food manager certification examination providers can be found at http://www.myfloridalicense.com/DBPR/hotels-restaurants/food-lodging/food-manager/ **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**
259671,6793677,16-35-4,18174076,Intermediate - - From initial inspection : Intermediate - No chlorine chemical test kit provided when using chlorine sanitizer at three-compartment sink/warewashing machine. **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**
259672,6793677,53B-01-5,18174082,"Intermediate - - From initial inspection : Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233. **Warning**     - From follow-up inspection 2018-12-14:  **Time Extended**"
259832,6790783,51-11-4,18165150,Basic - - From initial inspection : Basic - Carbon dioxide/helium tanks not adequately secured. **Warning**     - From follow-up inspection 2018-12-12:  **Time Extended**
259833,6790783,35B-01-4,18165146,Basic - - From initial inspection : Basic - Exterior door has a gap at the threshold that opens to the outside. Back door into kitchen has visible gap underneath and side. **Warning**     - From follow-up inspection 2018-12-12:  **Time Extended**
259834,6790783,14-73-4,18165148,Basic - - From initial inspection : Basic - No container installed for catching grease from hood drip tray. **Warning**     - From follow-up inspection 2018-12-12:  **Time Extended**
259835,6790783,31B-04-4,18165149,Basic - - From initial inspection : Basic - No handwashing sign provided at a hand sink used by food employees at the bar. **Warning**     - From follow-up inspection 2018-12-12:  **Time Extended**
259836,6790783,35A-04-4,18165151,"High Priority - - From initial inspection : High Priority - Rodent activity present as evidenced by rodent droppings found. Observed 8 dry rodent droppings under buffet in dining room, 10 dry rodent droppings under three compartment sink, 10 dry rodent droppings under table and shelf in kitchen. **Warning**     - From follow-up inspection 2018-12-12: Observed four dry rodent droppings in storage room, observed two moist rodent droppings at the bar, three dry rodent droppings on buffet warmer in pool room. **Admin Complaint**"
259837,6790783,27-16-4,18165152,Intermediate - - From initial inspection : Intermediate - Hot water not provided/shut off at employee handwash sink in kitchen. **Warning**     - From follow-up inspection 2018-12-12: No hot water at hand washing sink in kitchen. **Time Extended**
259838,6790783,53B-01-5,18165147,"Intermediate - - From initial inspection : Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233. **Warning**     - From follow-up inspection 2018-12-12: Time extended  **Time Extended**"
263473,6798877,35A-03-4,18191824,"Basic - - From initial inspection : Basic - Dead roaches on premises.  
1/.  Observed approximately 7 dead roaches on the electrical outlet box above the hand sink in the prep room 
2/.  Observed approximately 10 dead roaches above the 3 compartment sink on the shelf 
3/.   Observed 5 dead roaches under the dishwasher 
4/.   Observed 3 dead roaches under the rice cooker  **Warning**     - From follow-up inspection 2018-12-21: Observed 2 dead roaches under the 3 compartment sink.  
Observed 3 dead roaches on the dishwasher 
Observed 3 dead roaches on the prep table shelf 
Observed 2 dead in the plastic wrap box **Admin Complaint**"
263474,6798877,36-31-4,18191823,Basic - - From initial inspection : Basic - Hole in ceiling.   Observed holes in ceiling. Above prep table and above water heater **Admin Complaint**     - From follow-up inspection 2018-12-21: Observed hole in ceiling a **Admin Complaint**
263475,6798877,05-09-4,18191825,Basic - - From initial inspection : Basic - No conspicuously located ambient air temperature thermometer in holding unit.  In the white reachin cooler **Warning**     - From follow-up inspection 2018-12-21: No thermometer observed  **Time Extended**
263476,6798877,35A-05-4,18191828,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by live roaches found.  
1/.  Observed approximately 30 live roaches behind the electrical conduit on the wall between the dishwasher and three compartment sink 
2/ Observed 3 live roaches on the wall above the 3 compartment sink 
3/.  Observed 5 live roaches on the floor in the kitchen prep area and around the prep table
4/.  Observed 4 live roaches under the prep room prep table 
5/.   Observed 3 live roaches under the trash can when the can was moved **Warning**     - From follow-up inspection 2018-12-21: Observed 3 live roaches in the plastic wrap box 
Observed 2 line roaches at the dishwasher 
Observed 1 live roaches on the floor in the prep room. 
Observed 2 live roaches on the dishwasher  **Admin Complaint**"
263477,6798877,29-42-4,18191827,High Priority - - From initial inspection : High Priority - Vacuum breaker missing at mop sink faucet or on fitting/splitter added to mop sink faucet.  Has not been installed **Admin Complaint**     - From follow-up inspection 2018-12-21: Has not been installed  **Time Extended**
263478,6798877,47-03-4,18191826,- From initial inspection : Observed electrical wiring in disrepair. For reporting purposes only.  Electrical out not working at dishwasher.  Operator using an extension cord  to run dishwasher     - From follow-up inspection 2018-12-21: Remains the same
263662,6794018,36-03-4,18176504,Basic - - From initial inspection : Basic - Cove molding at floor/wall juncture broken/missing on hallway area near walkin freezer.     - From follow-up inspection 2018-12-17: Cove missing. **Time Extended**
263663,6794018,29-09-4,18176508,"Basic - - From initial inspection : Basic - Faucet/handle missing at plumbing fixture.
Faucet handle in disrepair at handwash sink at cookline near grill.     - From follow-up inspection 2018-12-17: Faucet handle in disrepair. **Time Extended**"
263664,6794018,36-18-4,18176501,"Basic - - From initial inspection : Basic - Floor tiles cracked, broken or in disrepair.
Floor tiles cracked by assembly and walkin cooler area.     - From follow-up inspection 2018-12-17: Tile cracked. **Time Extended**"
263665,6794018,36-31-4,18176497,Basic - - From initial inspection : Basic - Hole in ceiling. Hole in ceiling tile in assembly prep area.     - From follow-up inspection 2018-12-17: Hole in ceiling tile **Time Extended**
263666,6794018,36-47-5,18176507,"Basic - - From initial inspection : Basic - Hood soiled with accumulated grease, dust or food debris at cookline by grill.     - From follow-up inspection 2018-12-17: Hood soiled. **Time Extended**"
263667,6794018,38-07-4,18176502,"Basic - - From initial inspection : Basic - Lights in food preparation, food storage or warewashing area missing the proper shield, sleeve coatings or covers.
Light shield missing by walkin cooler.     - From follow-up inspection 2018-12-17: Light shields missing **Time Extended**"
263668,6794018,27-10-4,18176498,Basic - - From initial inspection : Basic - No hot running water at mop sink. Water at 77F     - From follow-up inspection 2018-12-17: Water at 78F **Time Extended**
263669,6794018,31A-07-4,18176506,"Intermediate - - From initial inspection : Intermediate - Handwash sink missing in warewashing or food preparation area.
No handwash sink installed or accessible to assembly prep area.     - From follow-up inspection 2018-12-17: No accessible handwash sink in assembly prep area. **Time Extended**"
263670,6794018,27-23-4,18176503,"Intermediate - - From initial inspection : Intermediate - Hot water at handwash sink does not reach 100 degrees Fahrenheit. 
Water at 77F in employee restrooms .     - From follow-up inspection 2018-12-17: Water at 78F **Time Extended**"
263671,6794018,27-06-4,18176505,Intermediate - - From initial inspection : Intermediate - No hot running water at three-compartment sink. Water at 77F     - From follow-up inspection 2018-12-17: Water at 78F **Time Extended**
263672,6794018,51-16-7,18176499,"Intermediate - - From initial inspection : Intermediate - No plan review submitted and approved - renovations were made or are in progress. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011.  Plans must be submitted AND approved within 30 days.
Plans have not been submitted for addition of new bay with prep and assembly area and changes made to cookline area.     - From follow-up inspection 2018-12-17: No approved plans observed. At this time the establishment is unlicenseable due to  customer access going thru foods prep and food storage areas. No accessible handwash sink in food assembly prep area. **Time Extended**"
263673,6794018,48-04-4,18176500,"- From initial inspection : Propane tank (larger than 2.7 lb. water capacity/1 lb. gas capacity) located inside of the building.  For reporting purposes only.
LP gas tank on candy stove at cookline.     - From follow-up inspection 2018-12-17: LP gas tank inside building."
265095,6796509,36-40-5,18183829,"Basic - - From initial inspection : Basic - Attached equipment soiled with accumulated dust, grease, or food debris. Pipes By water heater
Hood soiled with accumulated grease, dust or food debris.
 **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**"
265096,6796509,14-01-4,18183843,Basic - - From initial inspection : Basic - Bowl or other container with no handle used to dispense food. In sauce container  **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265097,6796509,23-06-4,18183831,"Basic - - From initial inspection : Basic - Build-up of food debris, dust or dirt on nonfood-contact surface. Hood filters, walk-in cooler shelving, dry storage shelving **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**"
265098,6796509,14-45-4,18183841,Basic - - From initial inspection : Basic - Cardboard used to line nonfood-contact shelves. Cook line **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265099,6796509,36-32-5,18183838,"Basic - - From initial inspection : Basic - Ceiling/ceiling tile shows damage or is in disrepair. Hole in ceiling in dry storage, water damaged acoustic ceiling tiles **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**"
265100,6796509,14-11-4,18183846,"Basic - - From initial inspection : Basic - Equipment in poor repair. Shelving rust in by three compartment sink next to dish machine, Reach-in cooler torn gaskets, cutting board with cut marks and no longer cleanable

 **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**"
265101,6796509,35B-01-4,18183833,Basic - - From initial inspection : Basic - Exterior door has a gap at the threshold that opens to the outside. On previous warning from 12/17/18. **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265102,6796509,33-33-4,18183835,Basic - - From initial inspection : Basic - Large amount of unused equipment/supplies present. On previous warning from 12/17/18. **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265103,6796509,38-07-4,18183832,"Basic - - From initial inspection : Basic - Lights in food preparation, food storage or warewashing area missing the proper shield, sleeve coatings or covers. Dish area **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**"
265104,6796509,29-49-5,18183845,Basic - - From initial inspection : Basic - Observed standing water in bottom of reach-in cooler. Facing grill. **Warning**     - From follow-up inspection 2018-12-19:  water in reach in cooler  **Time Extended**
265105,6796509,36-66-4,18183839,Basic - - From initial inspection : Basic - Ventilation inadequate as evidenced by smoke in kitchen area. On previous warning from 12/17/18. **Warning**     - From follow-up inspection 2018-12-19:  smoke vapors in kitchen  **Time Extended**
265106,6796509,36-27-5,18183844,"Basic - - From initial inspection : Basic - Wall soiled with accumulated grease, food debris, and/or dust. Cook line. **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**"
265107,6796509,41-19-4,18183840,"High Priority - - From initial inspection : High Priority - Insecticide/rodenticide use not in compliance with regulations. Rodent bait bar and stations by and under reach-in cooler, not used as crack and crevice treatment **Warning**     - From follow-up inspection 2018-12-19: Bait bar behind fish tank area **Time Extended**"
265108,6796509,14-15-4,18183834,High Priority - - From initial inspection : High Priority - Nonfood-grade containers used for food storage - direct contact with food. Meats In reach-in freezer in dry storage and walk-in freezer. **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265109,6796509,35A-04-4,18183842,"High Priority - - From initial inspection : High Priority - Rodent activity present as evidenced by rodent droppings found.
Approximately 20 rodent droppings observed behind storage racks in dry storage, next to exterior door. Only 2 of those droppings were accessible, and felt soft to touch. Discussed with operator about cleaning and discarding new droppings, as well as having professional pest control come by. Last pest control invoice per operator was from 11/01/2018. 

7 inaccessible rodent droppings behind chest freezer adjacent to dry storage area.

Approximately 10 inaccessible rodent droppings behind reach-in freezers in dry storage area.

Approximately 10 rodent droppings on top of, and inaccessibly behind water heater adjacent to cook line. 

5 droppings on soiled equipment next box with chew marks. 5 more droppings observed inside box of flour with chew marks. Operator discarded equipment.

Approximately 10 hard droppings by ice machine in expo area.

Approximately 15 hard droppings by two-door coolers in expo area.

Approximately 10 inaccessible droppings under beer cooler in expo area. **Warning**     - From follow-up inspection 2018-12-19: Approximately 25 hard droppings around stage in dining room. 1 wet/soft dropping next to stage in dining room. 
1 hard dropping before front counter/cashier.

Operator swept up all droppings.  **Admin Complaint** **Corrective Action Taken**"
265110,6796509,22-20-4,18183830,Intermediate - - From initial inspection : Intermediate - Accumulation of black/green mold-like substance in the interior of the ice machine. **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265111,6796509,27-16-4,18183837,"Intermediate - - From initial inspection : Intermediate - Hot water not provided/shut off at employee handwash sink. Men's restroom 74°f ran for 2minutes, women's restroom 70°f ran for one minute. On previous warning from 12/17/18. **Warning**     - From follow-up inspection 2018-12-19: Water at 74°f in both restrooms  **Time Extended**"
265112,6796509,14-14-4,18183836,Intermediate - - From initial inspection : Intermediate - Nonfood-grade basting brush used in food. Paint brush **Warning**     - From follow-up inspection 2018-12-19:  **Time Extended**
265113,6796509,02C-02-4,18183847,"Intermediate - - From initial inspection : Intermediate - Ready-to-eat, potentially hazardous (time/temperature control for safety) food prepared onsite and held more than 24 hours not properly date marked. Broths in walk-in freezer. **Warning**     - From follow-up inspection 2018-12-19: Noodles, broth need date marks **Time Extended**"
265634,6795471,23-25-4,18178634,"Basic - - From initial inspection : Basic - Build-up of grease/dust/debris on hood filters. Not in use above storage racks in the kitchen.

Filters above fryers. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**"
265635,6795471,24-06-4,18178624,Basic - - From initial inspection : Basic - Clean utensils or equipment stored in dirty drawer or rack. Knives stored in soiled knife rack by front kitchen door. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**
265636,6795471,36-03-4,18178627,"Basic - - From initial inspection : Basic - Cove molding at floor/wall juncture broken/missing. In kitchen, by ice machine.

Floor tiles cracked, broken or in disrepair. By fryers, by handwashing sink, by ware washing areas.


Hole in or other damage to wall. In ware washing area, by air conditioning unit, in kitchen. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**"
265637,6795471,14-09-4,18178632,Basic - - From initial inspection : Basic - Cutting board has cut marks and is no longer cleanable. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**
265638,6795471,35A-03-4,18178635,Basic - - From initial inspection : Basic - Dead roaches on premises. 2 dead roaches by handwashing sink in kitchen. **Warning**     - From follow-up inspection 2018-12-18: 2 dead roaches on the wall by slicer blade. Operator discarded dead roaches. **Time Extended** **Corrective Action Taken**
265639,6795471,14-11-4,18178625,"Basic - - From initial inspection : Basic - Equipment in poor repair. Door handle of 2-door reach-in cooler next to fryers.

Torn gaskets of 2-door reach-in cooler, walk-in freezer door. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**"
265640,6795471,35B-01-4,18178631,Basic - - From initial inspection : Basic - Exterior door has a gap at the threshold that opens to the outside. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**
265641,6795471,14-70-4,18178630,Basic - - From initial inspection : Basic - Ice buildup in walk-in freezer. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**
265642,6795471,23-05-4,18178629,"Basic - - From initial inspection : Basic - Soil residue build-up on nonfood-contact surface. Exterior and bottom compartment of slicer blade equipment.

Exterior of water softener equipment in dry storage. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**"
265643,6795471,36-27-5,18178626,"Basic - - From initial inspection : Basic - Wall soiled with accumulated grease, food debris, and/or dust. In kitchen, ware washing areas. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**"
265644,6795471,35A-05-4,18178628,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by live roaches found. 4 live roaches inside of ac unit above handwashing sink in kitchen.

1 live roach on bottom compartment of slicer blade on prep table.

1 live roach above handwashing sink in kitchen. 

Operator called pest control and began killing visible roaches at the time of the inspection.

Pest control began spraying during operation of restaurant. Discussed with operator regarding not using slicer blade equipment until it is wash/rinsed/sanitized. **Corrective Action Taken** **Warning**     - From follow-up inspection 2018-12-18: One live roaches observed on storage rack above slicer blade, operator killed roach. 

One live roach on expo table by the reach-in cooler, operator killed roach. 

One live roach on the floor by fryer. Operator killed roach. 

One live roach on on the floor by ice machine. Operator killed roach.**Time Extended** **Time Extended** **Corrective Action Taken**"
265645,6795471,22-27-4,18178633,"Intermediate - - From initial inspection : Intermediate - Food-contact surfaces encrusted with grease and/or soil deposits. 

Half pans on storage rack by handwashing sink in kitchen.

Slicer blade soiled with old food Interior of reach-in cooler soiled with accumulation of food residue.  

Reach-in cooler opposite of steam tables and 2-door reach-in 

Encrusted material on can opener blade.

Accumulation of food debris/grease on food-contact surface. 

Panini press in kitchen and press in front counter. **Warning**     - From follow-up inspection 2018-12-18: Operator replaced can opener blade, cleaned slicer blade  **Time Extended** **Corrective Action Taken**"
266656,6796150,23-25-4,18185359,"Basic - - From initial inspection : Basic - Build-up of grease/dust/debris on hood filters. Not in use above storage racks in the kitchen.

Filters above fryers. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**"
266657,6796150,24-06-4,18185363,Basic - - From initial inspection : Basic - Clean utensils or equipment stored in dirty drawer or rack. Knives stored in soiled knife rack by front kitchen door. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**
266658,6796150,14-09-4,18185361,Basic - - From initial inspection : Basic - Cutting board has cut marks and is no longer cleanable. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**
266659,6796150,14-11-4,18185358,"Basic - - From initial inspection : Basic - Equipment in poor repair. Door handle of 2-door reach-in cooler next to fryers.

Torn gaskets of 2-door reach-in cooler, walk-in freezer door. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**"
266660,6796150,35B-01-4,18185357,Basic - - From initial inspection : Basic - Exterior door has a gap at the threshold that opens to the outside. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**
266661,6796150,14-70-4,18185364,Basic - - From initial inspection : Basic - Ice buildup in walk-in freezer. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**
266662,6796150,36-27-5,18185362,"Basic - - From initial inspection : Basic - Wall soiled with accumulated grease, food debris, and/or dust. In kitchen, ware washing areas. **Warning**     - From follow-up inspection 2018-12-18:  **Time Extended**     - From follow-up inspection 2018-12-19:  **Time Extended**"
266663,6796150,35A-05-4,18185360,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by live roaches found. 4 live roaches inside of ac unit above handwashing sink in kitchen.

1 live roach on bottom compartment of slicer blade on prep table.

1 live roach above handwashing sink in kitchen. 

Operator called pest control and began killing visible roaches at the time of the inspection.

Pest control began spraying during operation of restaurant. Discussed with operator regarding not using slicer blade equipment until it is wash/rinsed/sanitized. **Corrective Action Taken** **Warning**     - From follow-up inspection 2018-12-18: One live roaches observed on storage rack above slicer blade, operator killed roach. 

One live roach on expo table by the reach-in cooler, operator killed roach. 

One live roach on the floor by fryer. Operator killed roach. 

One live roach on on the floor by ice machine. Operator killed roach.**Time Extended** **Time Extended** **Corrective Action Taken**     - From follow-up inspection 2018-12-19: 1 live roach in wall in kitchen above slicer blade. Operator killed roach. Pest control has treated restaurant three times since closure. **Time Extended**"
266941,6799583,51-11-4,18189976,Basic - - From initial inspection : Basic - Carbon dioxide/helium tanks not adequately secured. Co2 tanks not secured in the front counter area.     - From follow-up inspection 2018-12-21:  **Time Extended**
266942,6799583,14-05-4,18189973,"Basic - - From initial inspection : Basic - Cardboard used to line food-contact shelves.
- cook line: cardboard wedged inside refrig drawers to prevent slippage of pans     - From follow-up inspection 2018-12-21: Additional time needed to allow for repair  **Time Extended**"
266943,6799583,35A-03-4,18189971,"Basic - - From initial inspection : Basic - Dead roaches on premises.
- on floor near front window in service area: 1 dead roach observed
- men's room: 1 dead roach observed on floor 
- on floor at door play from kitchen to dish room : 1 dead roach observed     - From follow-up inspection 2018-12-21:  **Time Extended**"
266944,6799583,29-11-4,18189974,"Basic - - From initial inspection : Basic - Water leaking from pipe and/or faucet/handle. Leaking pipe under 3 comp sink.     - From follow-up inspection 2018-12-21: Leaking observed .
Additional time needed to allow for repair  **Time Extended**"
266945,6799583,35A-05-4,18189969,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by live roaches found.
- server station, near rear booth in dining room : 3 live roaches observed 
- drink station , next to soda fountain: 1 live roach observed 
- at swing door entrance to kitchen: 1 live roach observed on floor     - From follow-up inspection 2018-12-21: 5 live roaches observed at time of callback 
At server station, near rear booth in dining room
Inspector called DM Truex to inform 
 **Time Extended**"
266946,6799583,31A-03-4,18189972,"Intermediate - - From initial inspection : Intermediate - Handwash sink not accessible for employee use due to items stored in the sink.
- front line: empty glass in handwash sink

Item removed **Corrected On-Site**     - From follow-up inspection 2018-12-21: Observed item stored in hand sinks.  **Time Extended**"
266947,6799583,22-28-4,18189968,"Intermediate - - From initial inspection : Intermediate - Interior of reach-in cooler soiled with accumulation of food residue.
- cook line: cabinet area under refrig drawers
- cook line: interior of cooler under flattop grill     - From follow-up inspection 2018-12-21: Additional and ongoing detail cleaning needed **Time Extended**"
266948,6799583,53B-01-5,18189975,"Intermediate - - From initial inspection : Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233. No proof of any employee training.     - From follow-up inspection 2018-12-21:  **Time Extended**"
266949,6799583,41-17-4,18189970,"Intermediate - - From initial inspection : Intermediate - Spray bottle containing toxic substance not labeled.
Containing blue fluid, on counter next to handwash sink 

Item labeled during inspection  **Corrected On-Site**     - From follow-up inspection 2018-12-21:  **Time Extended**"
272268,6797566,36-34-5,18185416,"Basic - - From initial inspection : Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance.
Mold like substance and dust on vents in dining area and on wall in kitchen area.     - From follow-up inspection 2018-12-19: No change. **Time Extended**"
272269,6797566,12B-12-4,18185408,"Basic - - From initial inspection : Basic - Employee beverage container in a food preparation/clean dishware area does not have a lid and a straw or equivalent dispensing mechanism to prevent hand contact with lip contact area of drink container.
Plastic cup with drink on shelf over dipperwell. Moved. **Corrected On-Site** **Repeat Violation**     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272270,6797566,40-07-4,18185406,"Basic - - From initial inspection : Basic - Employee personal items stored with or above food, clean equipment and utensils, or single-service items.
Jacket on top of box of potatoes near back door.  **Repeat Violation**     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272271,6797566,24-08-4,18185404,"Basic - - From initial inspection : Basic - Equipment and utensils not properly air-dried - wet nesting.
Glasses in server station wet nested. **Repeat Violation**     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272272,6797566,16-13-4,18185399,"Basic - - From initial inspection : Basic - Equipment and utensils not washed, rinsed and sanitized in the correct order in three-compartment sink. Do not use dishes/equipment not properly sanitized.
Sanitizer in middle sink. Rinse in sanitizer sink.     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272273,6797566,14-38-4,18185403,"Basic - - From initial inspection : Basic - Food storage container/container lid cracked or broken.
Several broken containers in use with food. Also, cutting board no longer cleanable. Also, ice buildup around walk in freezer door.     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272274,6797566,23-07-4,18185409,"Basic - - From initial inspection : Basic - Gaskets with slimy/mold-like build-up.
Reach in unit on cookline.     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272275,6797566,36-24-5,18185411,"Basic - - From initial inspection : Basic - Hole in or other damage to wall.
Several holes in back dry storage area of kitchen.     - From follow-up inspection 2018-12-19: Some holes covered. **Time Extended** **Corrective Action Taken**"
272276,6797566,29-49-5,18185400,"Basic - - From initial inspection : Basic - Observed standing water in bottom of reach-in cooler.
On bottom of reach in cooler on cookline. **Repeat Violation**     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272277,6797566,06-05-4,18185412,"Basic - - From initial inspection : Basic - Potentially hazardous (time/temperature control for safety) food thawed in standing water.
Beef thawing in pan of water near back door. Placed in running water. **Corrected On-Site**     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272278,6797566,21-12-4,18185418,"Basic - - From initial inspection : Basic - Wet wiping cloth not stored in sanitizing solution between uses.
Two on cookline. Placed in bucket. **Corrected On-Site**     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
272279,6797566,08B-02-4,18185407,"High Priority - - From initial inspection : High Priority - Displayed food not properly protected from contamination.
Water pitchers on front counter at dining room.     - From follow-up inspection 2018-12-19: Not in operation at this time.  **Time Extended**"
